weight,Target_cost_euro,Date_claim_opening,Date_of_accident,Customer_code1,Customer_code3,Customer_code4,Customer_merit_class,Flag_virtuous_driver,Presence_of_black_box,Bareme_table_code_customer,Bareme_table_code_other_driver,Province_code,Region,Date_vehicle_immatriculation,Vehicle_typology,Vehicle_power_source,Vehicle_catalytic_converter,Flag_hybrid_vehicle,Vehicle_annual_distance_km,Flag_historical_vehicle,Vehicle_engine_capacity,Vehicle_engine_rpm,Vehicle_torque_kgm,Vehicle_torque_rpm,Vehicle_n_valves_cyl,Vehicle_fiscal_HP,Vehicle_price_euro,Vehicle_max_speed_kmh,Vehicle_acceleration_0_100_s,Vehicle_length_m,Vehicle_width_m,Vehicle_height_m,Vehicle_weight_kg,Vehicle_weight_full_load_kg,Vehicle_n_doors,Vehicle_n_seats,Vehicle_code_supercharging
1,1379,2015-12-22,2015-12-22,C2,P,A,3,NA,0,1,14,VI,VENETO,2001-01-03,Minivan,Diesel,MB05,N,20000,N,1995,4300,23.4,1500,4,20,23710,175,14,4.317,1.742,1.684,1503,2055,5,7,TU10
1,290,2016-05-24,2016-05-23,C2,P,E,1,N,0,1,14,BL,VENETO,2016-03-21,Station wagon,Diesel,ME02,N,NA,N,1968,3500,29.6,1750,4,20,30950,190,10.9,4.388,1.831,1.59,1560,2085,5,5,TU30
1,724,2014-06-26,2014-06-15,C3,P,A,1,S,0,1,14,CN,PIEMONTE,2007-12-10,Minivan,Diesel,MB05,N,NA,N,1995,4000,34.7,2000,4,20,36250,188,12.4,4.656,1.86,1.728,1832,2537,5,5,TU30
1,1143,2015-12-18,2015-12-18,C2,P,E,1,N,0,0,8,PN,FRIULI-VENEZIA GIULIA,2011-12-01,Sedan,Diesel,ME02,N,NA,N,1398,4000,16.3,2000,2,16,16705,166,15,4.045,1.748,1.472,1184,1400,5,5,TU10
1,472,2018-11-08,2018-11-05,C2,P,E,1,N,0,1,14,UD,FRIULI-VENEZIA GIULIA,2015-10-21,Sedan,Diesel,ME02,N,NA,N,1461,4000,20.4,1750,2,16,17500,168,14.3,4.063,1.732,1.448,1146,1651,5,5,TU10
1,1250,2015-12-10,2015-12-05,C2,P,A,1,NA,1,1,13,PC,EMILIA-ROMAGNA,2015-01-07,Station wagon,Petrol,NA,N,NA,N,1396,5500,14,4200,NA,16,19700,180,13.5,4.485,1.78,1.5,1410,1820,5,5,NA
1,671,2017-02-27,2017-02-23,C2,P,E,1,NA,0,0,14,VA,LOMBARDIA,2015-06-03,Station wagon,Diesel,ME02,N,NA,N,1598,3750,32.6,1750,4,17,24800,180,12,4.3,1.765,1.57,1315,1870,5,5,TU10
1,3336,2018-05-08,2018-05-04,C3,P,A,14,N,0,1,8,PG,UMBRIA,2017-08-01,Station wagon,Diesel,ME02,N,NA,N,2967,3500,59.1,1750,4,26,66800,230,6.3,4.681,1.923,1.624,1955,2575,5,5,TU30
1,1206,2017-03-28,2017-03-22,C3,P,A,1,NA,0,0,4,LT,LAZIO,2011-04-01,Coupe',Diesel,ME02,N,NA,N,2143,3000,40.8,1400,4,21,47855,234,8.3,4.701,1.786,1.397,1670,2140,2,4,TU12
1,676,2014-06-12,2014-06-07,C2,P,A,3,N,0,1,4,PG,UMBRIA,2008-10-30,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,13550,160,13,3.546,1.627,1.488,975,1305,3,4,AS00
1,1139,2016-03-04,2016-03-02,C2,P,A,1,N,0,0,17,TN,TRENTINO-ALTO ADIGE,2008-09-19,Sedan,Petrol,MC09,N,NA,N,1368,5500,21,2250,4,15,22900,210,8.7,4.52,1.797,1.499,1395,1750,5,5,TU10
1,812,2015-07-13,2015-07-04,C3,P,A,1,S,1,1,8,LT,LAZIO,2009-02-16,Sedan,Diesel,MB05,N,NA,N,1248,4000,19.4,1750,4,15,14400,167,14.2,3.81,1.704,1.53,1120,1450,3,4,TU10
1,563,2016-08-26,2016-08-09,C4,P,E,1,N,0,1,14,BN,CAMPANIA,2010-03-01,Sedan,Diesel,MB05,N,NA,N,1398,4000,16.3,2000,2,16,15925,166,15.1,4.045,1.748,1.472,1194,1450,3,5,TU10
1,1831,2015-12-09,2015-12-02,C3,P,A,4,N,0,0,8,CN,PIEMONTE,2002-09-01,Sedan,Diesel,MB05,N,NA,N,1896,4000,31.6,1900,2,19,23391,202,10.3,4.149,1.735,1.439,1376,1780,3,5,TU30
1,1977,2016-04-21,2016-04-19,C2,P,E,1,S,0,0,8,VI,VENETO,2011-08-12,Sedan,Diesel,ME02,N,NA,N,2967,4000,56.1,1500,4,26,80650,250,6.1,5.137,1.949,1.46,1915,2530,4,5,TU30
1,461,2016-12-21,2016-12-07,C3,P,A,1,NA,1,0,8,TO,PIEMONTE,2014-04-30,Sedan,LPG,NA,N,NA,N,1242,5500,10.4,3000,NA,14,16500,160,13,3.546,1.627,1.488,975,1305,3,4,NA
1,338,2017-05-29,2017-05-22,C2,P,A,3,N,0,1,14,AL,PIEMONTE,2016-12-12,Sedan,Petrol,MC09,N,NA,N,1198,6000,11.2,4000,4,14,11950,170,13.7,3.825,1.665,1.52,1000,1425,5,5,AS00
1,1127,2016-11-03,2016-11-03,C3,P,A,1,S,0,0,14,VB,PIEMONTE,2012-01-27,Sedan,Diesel,ME02,N,NA,N,1248,4000,14.8,1400,4,15,12850,165,13.1,3.538,1.578,1.54,1010,1380,5,4,TU10
1,520,2017-07-07,2017-07-05,C3,P,A,1,S,1,1,4,BG,LOMBARDIA,2010-02-18,Station wagon,Diesel,ME02,N,NA,N,1968,4200,32.6,1750,4,20,41100,207,9.6,4.699,1.826,1.436,1675,2050,5,5,TU30
1,1444,2017-07-04,2017-07-01,C3,P,A,1,N,0,1,14,MO,EMILIA-ROMAGNA,2008-11-21,Sedan,Diesel,ME02,N,NA,N,1560,4000,26.5,1750,4,17,20250,188,10.9,4.337,1.839,1.5,1357,1885,5,5,TU35
1,5576,2017-04-03,2017-03-30,C2,P,E,1,N,0,0,17,MI,LOMBARDIA,2012-10-31,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,15000,160,13,3.546,1.627,1.488,975,1305,3,4,AS00
1,1202,2017-06-26,2017-06-21,C2,P,A,1,N,0,0,8,SV,LIGURIA,2007-11-26,Sedan,Diesel,MB05,N,NA,N,1995,4000,34.7,2000,4,20,27200,210,9.8,4.695,1.811,1.445,1537,2012,5,5,TU30
1,2604,2018-03-28,2018-03-22,C3,P,A,1,S,1,1,5,RM,LAZIO,2017-04-21,Station wagon,Diesel,ME02,N,50000,N,2993,4000,57.1,1500,4,26,74850,228,7.2,4.909,1.989,1.702,2140,2780,5,5,TU30
1,913,2017-11-09,2017-11-07,C2,P,A,1,N,0,1,15,FE,EMILIA-ROMAGNA,2014-04-30,Sedan,Methane,NA,N,NA,N,1368,6000,11.7,3000,NA,15,18300,162,14.9,4.065,1.687,1.514,1260,1645,5,5,NA
1,533,2016-08-25,2016-08-11,C3,P,A,1,N,0,12,4,TO,PIEMONTE,2000-10-01,Sedan,Petrol,MC09,N,NA,N,1149,5250,9.5,2500,2,14,8750,151,13.4,3.433,1.63,1.423,915,1230,3,4,AS00
1,541,2018-07-27,2018-07-23,C2,P,A,1,N,0,0,8,VT,LAZIO,2003-01-31,Sedan,Petrol,MC09,N,NA,N,1242,5000,11.6,4000,4,14,12930,172,11.4,3.8,1.66,1.48,995,1430,3,5,AS00
1,1297,2016-02-15,2016-02-11,C2,P,A,9,NA,0,1,8,TO,PIEMONTE,2009-10-16,Sedan,Diesel,ME02,N,NA,N,1995,4000,30.6,1750,4,20,30400,210,8.9,4.239,1.748,1.421,1385,1830,3,5,TU30
1,721,2018-06-26,2018-06-24,C3,P,A,1,N,1,0,8,FG,PUGLIA,1997-02-28,Sedan,Diesel,MB05,N,NA,N,1527,5000,9.4,2250,2,17,12136.73,158,15.7,3.718,1.595,1.368,980,1385,5,5,AS00
1,1685,2015-02-04,2015-02-02,C2,P,A,1,N,0,0,8,RM,LAZIO,2004-10-01,Sedan,Diesel,MB05,N,NA,N,1399,4000,16.3,1750,2,16,17000,159,15.5,4.02,1.721,1.528,1177,1640,5,5,TU10
1,1046,2018-05-17,2018-05-14,C2,P,E,2,N,0,0,17,PE,ABRUZZO,2006-04-14,Sedan,Petrol,MC09,N,NA,N,1242,5000,10.4,2500,2,14,12910,155,14,3.538,1.578,1.54,935,1305,5,4,AS00
1,1101,2014-10-06,2014-10-02,C2,P,A,1,S,0,0,17,PN,FRIULI-VENEZIA GIULIA,2004-11-09,Station wagon,Diesel,MB05,N,15000,N,1997,4000,27.5,1750,4,20,24020,160,13.5,4.115,1.78,1.76,1540,1850,3,4,TU10
1,674,2017-04-12,2017-04-12,C2,P,D,1,N,0,1,14,CB,MOLISE,2010-03-18,Sedan,Petrol,MC09,N,NA,N,1396,5500,14,4200,4,16,15150,181,11.6,3.995,1.71,1.49,1216,1565,5,5,AS00
1,809,2017-06-21,2017-06-18,C2,P,E,1,S,1,1,2,CH,ABRUZZO,2012-01-27,Sedan,Diesel,ME02,N,NA,N,1598,4000,30.6,1500,2,17,22740,195,10.5,4.336,1.792,1.498,1395,1800,5,5,TU30
1,1785,2015-09-23,2015-09-09,C2,P,A,1,N,0,0,17,RM,LAZIO,2005-09-15,Sedan,Petrol,MC09,N,NA,N,998,6000,9.5,3600,4,12,9400,157,13.7,3.415,1.615,1.465,915,1180,3,4,AS00
1,961,2014-08-18,2014-08-13,C3,P,A,1,N,0,0,17,VA,LOMBARDIA,2005-07-01,Sedan,Diesel,MB05,N,NA,N,1248,4000,18.3,1750,4,15,13150,164,13.4,3.865,1.66,1.48,1055,1500,5,5,TU10
1,1464,2018-05-21,2018-05-21,C2,P,E,1,S,0,0,4,PD,VENETO,1991-08-13,Sedan,Petrol,SC01,N,NA,N,1997,5500,17.3,2500,2,20,19059.33,187,12.6,4.74,1.74,1.425,1370,1820,4,5,AS00
1,315,2017-01-18,2017-01-12,C2,P,E,4,N,1,1,14,PG,UMBRIA,2012-07-24,Sedan,Diesel,ME02,N,NA,N,1560,4000,20.9,1750,4,17,17000,175,11.9,3.95,1.722,1.481,1118,1530,5,5,TU10
1,532,2016-01-26,2016-01-26,C2,P,A,1,N,0,1,0,VI,VENETO,2007-03-30,Sedan,Petrol / methane,MC09,N,NA,N,1242,5500,10.4,3000,2,14,11050,162,13.2,3.538,1.578,1.54,935,1305,5,4,AS00
1,495,2014-11-13,2014-11-04,C2,P,E,7,N,1,0,8,VI,VENETO,2001-01-09,Station wagon,Diesel,MB05,N,5000,N,1910,4000,20.4,1500,2,19,23530,186,11.2,4.49,1.741,1.51,1350,1850,5,5,TU10
1,754,2016-03-29,2016-03-15,C3,P,A,1,N,1,7,10,FC,EMILIA-ROMAGNA,2006-12-12,Station wagon,Diesel,MB05,N,15000,N,1968,4000,32.6,1750,4,20,37200,202,10.4,4.586,1.772,1.427,1575,2050,5,5,TU30
1,994,2018-05-07,2018-05-01,C2,P,A,1,N,0,1,14,SV,LIGURIA,2010-11-30,Sedan,Petrol,MC09,N,NA,N,1242,5000,10.4,2500,2,14,14100,153,16.8,3.81,1.704,1.53,1020,1350,3,4,AS00
1,6890,2018-05-11,2018-05-09,C2,P,A,1,N,0,0,8,TV,VENETO,2010-05-19,Minivan,Diesel,ME02,N,NA,N,1461,4000,24.5,1750,2,16,25250,180,13.4,4.344,1.845,1.637,1505,1969,5,5,TU10
1,568,2016-02-09,2015-11-26,C2,P,A,1,N,1,0,8,LE,PUGLIA,2008-11-17,Sedan,Diesel,ME02,N,NA,N,1598,3500,30.6,1500,2,17,27300,194,10.7,4.52,1.797,1.499,1485,1850,5,5,TU30
1,1783,2016-01-27,2016-01-23,C2,P,E,4,N,1,0,17,BA,PUGLIA,2005-02-18,Sedan,Diesel,MB05,N,15000,N,1461,4000,20.4,1900,2,16,18380,179,12.8,4.209,1.777,1.457,1270,1745,5,5,TU10
1,701,2016-08-05,2016-07-30,C2,P,E,5,N,0,1,14,LU,TOSCANA,2011-04-01,Sedan,Diesel,ME02,N,NA,N,1598,4000,27.5,1750,4,17,21929.75,197,9.7,3.723,1.683,1.407,1165,1560,3,4,TU35
1,969,2016-02-09,2016-02-09,C2,P,A,1,N,0,0,14,SO,LOMBARDIA,2004-06-28,Sedan,Petrol,MC09,N,NA,N,1199,5600,11.2,4000,4,14,12850,170,14,3.839,1.646,1.44,1035,1430,5,5,AS00
1,1688,2017-02-28,2017-02-25,C2,P,E,1,N,0,1,14,FC,EMILIA-ROMAGNA,2014-10-23,Station wagon,Diesel,ME02,N,NA,N,1560,4000,23.4,1750,2,17,20510,180,13.3,4.159,1.739,1.556,1245,1692,5,5,TU30
1,653,2017-10-27,2017-10-25,C2,P,E,3,NA,0,1,4,RM,LAZIO,2009-12-12,Sedan,Petrol,MC09,N,NA,N,1368,6000,13.4,4250,4,15,15450,182,10.5,3.546,1.627,1.488,1005,1370,3,4,AS00
1,2579,2017-11-22,2017-09-29,C2,P,U,1,S,1,0,17,BA,PUGLIA,2006-08-04,Sedan,Diesel,MB05,N,NA,N,1461,4000,16.3,1700,2,16,16400,162,15.2,3.986,1.707,1.493,1240,1655,5,5,TU10
1,547,2015-01-13,2015-01-10,C2,P,E,1,N,0,0,4,CS,CALABRIA,2004-04-05,Sedan,Petrol,MC09,N,NA,N,1242,5000,10.4,2500,2,14,11900,155,14.3,3.865,1.66,1.48,950,1400,5,5,AS00
1,836,2014-01-17,2013-12-19,C2,P,A,1,S,0,1,0,LI,TOSCANA,1999-07-23,Sedan,Petrol,MC09,N,NA,N,1242,5000,10.4,2500,2,14,10390,158,14.1,3.723,1.69,1.435,935,1330,3,5,AS00
1,2034,2015-06-22,2015-06-19,C2,P,U,1,N,1,1,14,PO,TOSCANA,2009-10-07,Station wagon,Diesel,ME02,N,20000,N,1968,4200,29.6,1750,4,20,32250,197,11.2,4.699,1.826,1.436,1600,2095,5,5,TU30
1,901,2016-07-11,2016-05-23,C2,P,A,3,N,0,1,0,UD,FRIULI-VENEZIA GIULIA,2005-10-25,Sedan,Diesel,MB05,N,NA,N,1248,4000,18.3,1750,4,15,13150,164,13.4,3.84,1.66,1.48,1040,1500,3,5,TU10
1,1154,2016-03-08,2016-03-03,C2,P,A,1,N,1,0,14,PG,UMBRIA,2015-09-25,Sedan,Petrol,MC09,N,15000,N,1242,5500,10.4,3000,2,14,11390,164,14.2,3.653,1.643,1.551,1015,1420,5,4,AS00
1,1127,2016-12-01,2016-11-29,C2,P,E,1,N,0,1,14,VI,VENETO,2012-02-27,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,14100,160,15.8,3.81,1.704,1.53,1020,1350,3,4,AS00
1,1367,2018-10-04,2018-09-06,C3,P,A,10,N,1,0,8,MB,LOMBARDIA,2014-05-30,Station wagon,Diesel,ME02,N,NA,N,2143,3800,51,1600,4,21,61310,210,9,4.804,1.926,1.796,2150,2950,5,5,TU12
1,2696,2015-06-10,2015-06-05,C3,P,A,6,N,0,0,17,RM,LAZIO,2008-11-27,Sedan,Diesel,MB05,N,NA,N,1248,4000,19.4,1750,4,15,13100,167,14.5,3.81,1.704,1.53,1120,1450,3,4,TU10
1,1498,2015-09-01,2015-08-10,C2,P,A,1,S,1,1,0,CH,ABRUZZO,2013-07-15,Minivan,Diesel,ME02,N,15000,N,1956,4000,35.7,1750,4,20,31300,180,12.3,4.91,1.878,1.691,2001,2495,5,7,TU30
1,1820,2017-02-15,2017-02-14,C2,P,E,1,N,1,0,4,SI,TOSCANA,2011-11-30,Sedan,Petrol,MC09,N,NA,N,1498,5200,14.3,3500,2,16,19322,175,12.6,3.883,1.764,1.593,1245,1740,5,5,AS00
1,1711,2018-02-09,2018-02-07,C2,P,E,5,N,0,0,8,AT,PIEMONTE,2017-03-30,Sedan,Petrol,MC09,N,NA,N,1199,5750,12,2750,4,14,15400,178,12.2,3.973,1.739,1.46,1120,1484,5,5,AS00
1,899,2017-01-18,2017-01-16,C2,P,E,3,N,1,0,8,TO,PIEMONTE,2013-02-26,Minivan,Diesel,ME02,N,15000,N,1956,4000,35.7,1750,4,20,30600,195,11,4.91,1.878,1.691,2001,2495,5,7,TU30
1,2047,2014-08-19,2014-08-05,C2,P,A,1,S,0,0,17,AL,PIEMONTE,2001-05-24,Station wagon,Diesel,MB05,N,NA,N,2496,4000,37.7,1500,4,23,46190,221,9.1,4.796,1.81,1.453,1805,2280,5,5,TU30
1,1190,2014-06-10,2014-06-09,C2,P,U,1,S,0,0,8,VR,VENETO,1998-02-05,Sedan,Petrol,MC09,N,NA,N,1396,6100,11.9,5000,4,16,14899.78,170,13.4,4.19,1.695,1.375,1115,1500,3,5,AS00
1,2676,2017-01-09,2017-01-02,C2,P,E,1,N,1,0,2,NA,CAMPANIA,2012-04-01,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,11050,162,13.2,3.538,1.578,1.54,935,1305,5,4,AS00
1,574,2014-02-03,2013-12-18,C3,P,A,1,S,0,1,14,MO,EMILIA-ROMAGNA,2013-02-18,Sedan,Diesel,ME02,N,NA,N,1248,4000,19.4,1500,4,15,18300,165,13,3.68,1.67,1.6,1190,1595,5,4,TU10
1,2350,2017-12-11,2017-12-07,C2,P,E,14,N,0,1,14,AQ,ABRUZZO,2015-11-27,Sedan,Diesel,ME03,N,NA,N,1598,2800,28.5,1750,4,17,38990,204,11.6,4.691,1.81,1.442,1505,2075,4,5,TU30
1,1644,2018-12-18,2018-12-11,C3,P,A,12,N,1,13,8,LT,LAZIO,2016-01-14,Minivan,Diesel,ME02,N,NA,N,1248,3750,20.4,1500,4,15,21200,171,13.9,4.242,1.784,1.658,1390,1855,5,5,TU10
1,825,2017-01-16,2017-01-09,C3,P,E,1,N,1,11,10,AG,SICILIA,2007-01-12,Minivan,Diesel,MB05,N,5000,N,1248,4000,20.4,1750,4,15,18900,173,12.5,3.93,1.698,1.66,1275,1750,5,5,TU30
1,1175,2018-05-04,2018-04-20,C2,P,A,1,N,0,0,15,PR,EMILIA-ROMAGNA,2003-01-14,Sedan,Petrol,MC09,N,NA,N,1390,5000,12.8,3800,4,16,17300,173,12,3.826,1.673,1.553,970,1380,5,4,AS00
1,2396,2017-09-08,2017-09-06,C3,P,A,13,N,0,0,17,LU,TOSCANA,2015-10-15,Sedan,Methane,NA,N,NA,N,875,5500,14.8,1900,NA,11,17150,170,12,3.653,1.643,1.605,1155,1540,5,4,NA
1,984,2018-08-01,2018-07-31,C3,P,A,1,N,0,0,3,VR,VENETO,2007-05-02,Sedan,Petrol,MC09,N,NA,N,1242,5500,10.4,3000,2,14,14150,155,14.5,4.03,1.687,1.49,1105,1550,5,5,AS00
1,1699,2017-02-13,2017-02-08,C2,P,U,1,N,1,0,14,CO,LOMBARDIA,2008-01-22,Station wagon,Diesel,ME02,N,NA,N,1995,4000,35.7,1750,4,20,40720,205,9.2,4.569,1.853,1.674,1815,2245,5,5,TU30
1,2413,2016-02-01,2016-01-26,C2,P,A,8,N,0,0,14,UD,FRIULI-VENEZIA GIULIA,2001-03-20,Sedan,Petrol,MC09,N,NA,N,1242,5000,11.6,4000,4,14,10910,174,11.2,3.723,1.69,1.435,985,1400,3,5,AS00
1,1468,2016-07-08,2016-07-08,C2,P,E,1,S,0,0,8,BO,EMILIA-ROMAGNA,2007-02-14,Sedan,Petrol / methane,MC09,N,NA,N,1242,5500,10.4,3000,2,14,12760,162,13.2,3.538,1.589,1.578,935,1305,5,4,AS00
1,659,2016-04-14,2016-04-13,C2,P,A,1,S,0,6,8,BG,LOMBARDIA,1997-01-23,Sedan,Petrol,MC09,N,NA,N,1242,5200,11.2,4000,4,14,10639.01,170,12.7,3.828,1.634,1.32,1095,1475,5,5,AS00
1,472,2015-10-06,2015-10-03,C2,P,A,1,N,0,0,14,BS,LOMBARDIA,1998-02-01,Sedan,Petrol,MC09,N,NA,N,1242,5200,11.2,4000,4,14,10122.55,170,12.7,3.828,1.634,1.32,1070,1450,3,5,AS00
1,281,2018-11-26,2018-11-18,C2,P,A,1,N,0,1,9,MI,LOMBARDIA,2009-09-09,Station wagon,Diesel,ME02,N,NA,N,2993,4000,55,1750,4,26,74960,210,7.5,4.877,1.983,1.69,2150,2675,5,4,TU30
1,730,2018-10-10,2018-10-06,C3,P,A,1,N,0,0,14,BS,LOMBARDIA,2017-06-20,Sedan,Diesel,ME02,N,NA,N,1968,3500,32.6,1750,4,20,32550,213,8.3,4.31,1.785,1.425,1400,1850,5,5,TU30
1,2441,2018-12-11,2018-12-10,C2,P,E,1,N,0,0,8,IM,LIGURIA,2018-10-10,Station wagon,Petrol,GS05,N,NA,N,1984,5000,37.7,1600,2,20,61798,229,6.7,4.681,1.923,1.624,1845,2445,5,5,TU10
1,758,2016-01-07,2016-01-07,C2,P,A,1,N,0,0,4,TO,PIEMONTE,2012-02-21,Station wagon,LPG,NA,N,NA,N,1598,5750,15.1,3750,NA,17,14600,165,12.4,4.315,1.822,1.695,1328,1745,5,5,NA
1,320,2016-03-15,2016-03-12,C3,P,A,1,N,1,0,4,RM,LAZIO,2005-06-23,Minivan,Diesel,MB05,N,5000,N,1248,4000,18.3,1750,4,15,20310,159,15.4,3.985,1.698,1.66,1275,1750,5,5,TU10
1,2165,2016-02-29,2016-02-25,C2,P,A,1,N,0,9,13,BI,PIEMONTE,2003-10-01,Sedan,Diesel,MB05,N,NA,N,1248,4000,17.3,1750,4,15,13055,165,14.5,3.839,1.646,1.44,1135,1540,5,5,TU10
1,331,2017-03-06,2017-02-18,C3,P,A,15,N,0,0,8,AN,MARCHE,2013-12-27,Minivan,Methane,NA,N,NA,N,1598,5000,21.4,2300,NA,17,31150,200,11.5,4.656,1.884,1.685,1743,2355,5,7,NA
1,492,2017-08-22,2017-07-21,C2,P,A,1,N,0,1,3,BZ,TRENTINO-ALTO ADIGE,2007-03-12,Sedan,Diesel,MB05,N,NA,N,1896,4000,25.5,1900,2,19,19395,185,11.3,4.315,1.768,1.458,1365,1868,5,5,TU30
1,3232,2015-03-31,2015-03-31,C2,P,A,1,N,0,0,8,TV,VENETO,2008-02-28,Sedan,Petrol,MC09,N,5000,N,1360,5200,12,3300,2,15,14455,167,14.4,4.03,1.72,1.472,1223,1450,5,5,AS00
1,662,2016-05-18,2016-03-27,C2,P,D,1,N,1,1,0,FR,LAZIO,2001-06-01,Sedan,Diesel,MB05,N,NA,N,2387,4000,31.1,1800,2,22,36800,210,9.9,4.72,1.815,1.416,1565,2000,4,5,TU30
1,440,2016-08-03,2016-07-30,C3,P,E,1,N,0,0,17,FR,LAZIO,2016-05-25,Sedan,Diesel,ME02,N,NA,N,1461,4000,22.4,1750,2,16,20150,176,12.9,4.063,1.732,1.448,1228,1717,5,5,TU10
1,1317,2016-07-22,2016-07-21,C3,P,E,1,S,0,0,8,VR,VENETO,2007-04-20,Sedan,Diesel,MB05,N,NA,N,1248,4000,17.3,1750,4,15,15450,163,14.5,3.999,1.737,1.488,1260,1685,5,5,TU10
1,5554,2016-06-07,2016-06-06,C2,P,E,1,N,1,0,17,GR,TOSCANA,2012-01-30,Station wagon,Diesel,ME02,N,10000,N,1968,4200,38.7,1750,4,20,40100,212,8.2,4.385,1.831,1.59,1660,2250,5,5,TU30
1,570,2018-07-26,2018-07-24,C2,P,E,1,S,0,1,14,VI,VENETO,2005-03-16,Minivan,Petrol,MC09,N,NA,N,1368,5800,13,4500,4,15,16550,175,11.5,3.985,1.698,1.66,1230,1700,5,5,AS00
1,765,2017-10-26,2017-10-23,C3,P,E,6,N,0,0,14,CN,PIEMONTE,2006-05-01,Sedan,Diesel,MB05,N,NA,N,1422,4000,15.8,1600,2,16,11850,161,14.7,3.828,1.66,1.544,1168,1570,3,4,TU10
1,969,2018-11-12,2018-10-31,C3,P,A,3,N,0,0,8,TN,TRENTINO-ALTO ADIGE,2009-11-27,Sedan,Petrol,MC09,N,NA,N,1242,5000,10.4,2500,2,14,10950,155,14.3,3.865,1.66,1.48,950,1400,5,5,AS00
1,1926,2015-09-10,2015-09-08,C2,P,U,1,S,0,9,10,PG,UMBRIA,2014-11-24,Minivan,Diesel,MF02,N,NA,N,1995,4000,35.7,1750,4,20,38550,203,9.5,4.354,1.8,1.555,1515,2005,5,5,TU30
1,502,2015-11-27,2015-11-24,C3,P,U,5,S,0,1,14,TO,PIEMONTE,2008-07-03,Sedan,Diesel,ME02,N,NA,N,1248,4000,14.8,1500,4,15,15050,165,12.5,3.546,1.627,1.488,1055,1420,3,4,TU10
1,2113,2017-01-10,2016-11-03,C3,P,A,8,N,0,0,17,PA,SICILIA,2006-12-31,Station wagon,Diesel,MB05,N,NA,N,1910,3250,28.5,1750,2,19,23400,193,10.7,4.515,1.794,1.5,1450,1975,5,5,TU10
1,747,2016-02-03,2016-01-31,C2,P,E,1,N,1,1,4,RM,LAZIO,2013-02-15,Station wagon,Diesel,ME02,N,10000,N,1686,4000,28.5,1750,4,18,25250,180,13,4.698,1.814,1.535,1523,2095,5,5,TU10
1,1100,2016-04-26,2016-04-23,C3,P,A,1,N,0,1,8,RM,LAZIO,2004-04-02,Sedan,Diesel,MB05,N,NA,N,1398,4000,15.3,1750,2,16,16340,165,15.4,3.85,1.667,1.519,1097,1501,5,5,TU10
1,1056,2017-05-03,2017-05-02,C2,P,A,1,N,0,8,14,NO,PIEMONTE,2015-09-17,Sedan,Petrol,MC09,N,NA,N,1398,6000,13.3,4000,4,16,17270,175,13.9,4.021,1.746,1.481,1163,1625,5,5,AS00
1,1447,2015-10-06,2015-09-26,C3,P,E,1,N,1,0,14,BZ,TRENTINO-ALTO ADIGE,2012-07-11,Sedan,Petrol,MC09,N,10000,N,1149,5500,10.9,4250,4,14,10350,169,12,3.6,1.654,1.47,1019,1370,3,4,AS00
1,1105,2016-11-22,2016-11-16,C2,P,A,1,N,0,0,17,RE,EMILIA-ROMAGNA,2004-01-14,Minivan,Petrol,MC09,N,NA,N,1368,5800,13,4500,4,15,16300,175,11.5,3.93,1.698,1.66,1230,1700,5,5,AS00
1,675,2017-06-13,2017-06-09,C2,P,A,1,S,0,1,14,NO,PIEMONTE,2008-07-08,Sedan,Petrol / LPG,MC09,N,NA,N,999,5600,8.8,2800,3,12,10200,150,16.5,3.495,1.595,1.48,1011,1340,5,5,AS00
1,467,2016-09-29,2016-09-25,C3,P,A,1,N,1,1,3,MC,MARCHE,1996-11-26,Open,Petrol,MC09,N,NA,N,1242,5500,10,3000,2,14,14848.14,150,15,3.77,1.625,1.45,1035,1320,2,4,AS00
1,1117,2018-08-27,2018-08-24,C2,P,A,1,N,0,16,0,RM,LAZIO,2016-03-17,Sedan,Diesel,ME02,N,NA,N,1598,3200,25.5,1500,4,17,27200,195,10.5,4.255,1.79,1.452,1317,1820,5,5,TU10
1,414,2018-06-05,2018-06-01,C3,P,A,1,N,0,0,8,LT,LAZIO,2007-08-07,Minivan,Diesel,MB05,N,NA,N,1560,4000,21.9,1750,4,17,21000,174,13.1,4.372,1.825,1.595,1419,1920,5,5,TU11
1,582,2018-10-22,2018-10-21,C2,P,A,1,N,0,1,14,CA,SARDEGNA,2010-02-01,Sedan,Diesel,ME02,N,NA,N,1598,4000,30.6,1500,2,17,21730,195,10.5,4.336,1.792,1.498,1395,1800,5,5,TU30
1,518,2014-12-24,2014-12-22,C2,P,A,1,N,0,0,8,EN,SICILIA,2014-03-01,Sedan,Diesel,ME02,N,NA,N,1398,4000,16.3,1750,2,16,16500,163,13.5,3.962,1.739,1.46,1125,1580,5,5,TU10
1,465,2014-12-10,2014-12-01,C2,P,A,1,S,0,1,3,CO,LOMBARDIA,2011-09-21,Station wagon,Petrol,MC09,N,NA,N,1328,6000,11.2,4100,4,15,17533,135,14.5,3.645,1.6,1.705,1135,1420,3,4,AS00
